Stage,Name,Client_Revenue,Region,Client_Domain,Existing_Customer,TCS_Revenue,TCS_Domain,TimeStamp,ID
Stage 1,Bellwether Technology Corporation,112256.37364692468,middle east and africa,BFSI,1,11172.0,Business process outsourcing,2020-07-26 20:20:14.998724,188
Stage 2,Bellwether Technology Corporation,112256.37364692468,middle east and africa,BFSI,1,11172.0,Business process outsourcing,2020-09-04 20:20:14.998724,188
Stage 9,Bellwether Technology Corporation,112256.37364692468,middle east and africa,BFSI,1,11172.0,Business process outsourcing,2020-09-28 20:20:14.998724,188
Stage 1,Bemis Manufacturing Company,61417.0,north america,BFSI,0,25087.08883918306,Cognitive Business Operations,2021-05-07 20:20:14.998724,189
Stage 9,Bemis Manufacturing Company,61417.0,north america,BFSI,0,25087.08883918306,Cognitive Business Operations,2021-05-24 20:20:14.998724,189
Stage 1,Benchmark Electronics,34272.59514273209,others,BFSI,1,22926.76940549313,IT infrastructure services,2021-03-06 20:20:14.998724,190
Stage 4,Benchmark Electronics,34272.59514273209,others,BFSI,1,22926.76940549313,IT infrastructure services,2021-03-23 20:20:14.998724,190
Stage 5,Benchmark Electronics,34272.59514273209,others,BFSI,1,22926.76940549313,IT infrastructure services,2021-04-05 20:20:14.998724,190
Stage 9,Benchmark Electronics,34272.59514273209,others,BFSI,1,22926.76940549313,IT infrastructure services,2021-05-05 20:20:14.998724,190
Stage 1,Benesome,130953.52889924002,europe,Healthcare,1,7754.0,Automation and AI,2019-03-22 20:20:14.998724,191
Stage 9,Benesome,130953.52889924002,europe,Healthcare,1,7754.0,Automation and AI,2019-05-10 20:20:14.998724,191
Stage 1,Berkshire Hathaway,34886.0,middle east and africa,BFSI,0,16143.024083622897,Assurance services,2021-02-06 20:20:14.998724,192
Stage 9,Berkshire Hathaway,34886.0,middle east and africa,BFSI,0,16143.024083622897,Assurance services,2021-02-06 20:20:14.998724,192
Stage 1,Berry Plastics,47304.80477077155,middle east and africa,BFSI,0,12866.0,Application development and maintenance,2020-04-20 20:20:14.998724,193
Stage 2,Berry Plastics,47304.80477077155,middle east and africa,BFSI,0,12866.0,Application development and maintenance,2020-07-30 20:20:14.998724,193
Stage 9,Berry Plastics,47304.80477077155,middle east and africa,BFSI,0,12866.0,Application development and maintenance,2020-09-18 20:20:14.998724,193
Stage 1,Best Biz Survis,50428.07991510166,india,BFSI,0,5439.936563485435,Application development and maintenance,2021-05-25 20:20:14.998724,194
Stage 12,Best Biz Survis,50428.07991510166,india,BFSI,0,5439.936563485435,Application development and maintenance,2021-05-25 20:20:14.998724,194
Stage 1,Best Buy,253921.34547225066,north america,Others,1,7540.995068860642,Application development and maintenance,2020-05-14 20:20:14.998724,195
Stage 2,Best Buy,253921.34547225066,north america,Others,1,7540.995068860642,Application development and maintenance,2020-08-08 20:20:14.998724,195
Stage 3,Best Buy,253921.34547225066,north america,Others,1,7540.995068860642,Application development and maintenance,2021-01-15 20:20:14.998724,195
Stage 11,Best Buy,253921.34547225066,north america,Others,1,7540.995068860642,Application development and maintenance,2021-01-20 20:20:14.998724,195
Stage 1,Better Business Ideas And Services,115916.39678394597,north america,BFSI,1,4707.065026972689,IT infrastructure services,2020-06-28 20:20:14.998724,196
Stage 9,Better Business Ideas And Services,115916.39678394597,north america,BFSI,1,4707.065026972689,IT infrastructure services,2020-09-05 20:20:14.998724,196
Stage 1,Bfg Technologies,57103.0,north america,BFSI,1,11295.0,Assurance services,2020-06-06 20:20:14.998724,197
Stage 9,Bfg Technologies,57103.0,north america,BFSI,1,11295.0,Assurance services,2020-11-16 20:20:14.998724,197
Stage 1,Big Lots,100268.90776248716,others,Energy & Utilities,1,19771.824224051044,Automation and AI,2020-12-30 20:20:14.998724,198
Stage 2,Big Lots,100268.90776248716,others,Energy & Utilities,1,19771.824224051044,Automation and AI,2021-04-13 20:20:14.998724,198
Stage 3,Big Lots,100268.90776248716,others,Energy & Utilities,1,19771.824224051044,Automation and AI,2021-05-26 20:20:14.998724,198
Stage 9,Big Lots,100268.90776248716,others,Energy & Utilities,1,19771.824224051044,Automation and AI,2021-07-11 20:20:14.998724,198
Stage 1,Biggby Coffee,90007.82011675768,north america,Telecom,0,7736.0,Application development and maintenance,2020-05-11 20:20:14.998724,199
Stage 9,Biggby Coffee,90007.82011675768,north america,Telecom,0,7736.0,Application development and maintenance,2020-05-29 20:20:14.998724,199
Stage 1,Bio-Rad Laboratories,249954.1380330946,others,BFSI,0,7621.873622373249,Assurance services,2021-02-09 20:20:14.998724,200
Stage 9,Bio-Rad Laboratories,249954.1380330946,others,BFSI,0,7621.873622373249,Assurance services,2021-04-01 20:20:14.998724,200
Stage 1,Biomet,98128.50896659872,others,BFSI,0,6781.0,Business process outsourcing,2019-10-20 20:20:14.998724,201
Stage 9,Biomet,98128.50896659872,others,BFSI,0,6781.0,Business process outsourcing,2019-10-27 20:20:14.998724,201
Stage 1,Birdwell,234945.93221372334,others,BFSI,0,25851.406590311515,Application development and maintenance,2020-11-25 20:20:14.998724,202
Stage 2,Birdwell,234945.93221372334,others,BFSI,0,25851.406590311515,Application development and maintenance,2021-02-17 20:20:14.998724,202
Stage 9,Birdwell,234945.93221372334,others,BFSI,0,25851.406590311515,Application development and maintenance,2021-04-09 20:20:14.998724,202
Stage 1,Bj Services Company,125199.4646517209,india,BFSI,0,15275.246634790912,Automation and AI,2020-12-30 20:20:14.998724,203
Stage 9,Bj Services Company,125199.4646517209,india,BFSI,0,15275.246634790912,Automation and AI,2021-03-26 20:20:14.998724,203
Stage 1,Bj'S Wholesale Club,74959.69111465046,north america,Manufacturing,1,13910.0,Application development and maintenance,2021-03-12 20:20:14.998724,204
Stage 9,Bj'S Wholesale Club,74959.69111465046,north america,Manufacturing,1,13910.0,Application development and maintenance,2021-05-02 20:20:14.998724,204
Stage 1,Black & Decker,193728.6042224623,north america,BFSI,0,7788.315389229529,Application development and maintenance,2018-09-29 20:20:14.998724,205
Stage 9,Black & Decker,193728.6042224623,north america,BFSI,0,7788.315389229529,Application development and maintenance,2019-07-04 20:20:14.998724,205
Stage 1,Blockbuster Inc.,71352.0057655377,asia-pacific,Hi-Tech,1,24461.053109996898,Business process outsourcing,2021-05-24 20:20:14.998724,206
Stage 9,Blockbuster Inc.,71352.0057655377,asia-pacific,Hi-Tech,1,24461.053109996898,Business process outsourcing,2021-05-26 20:20:14.998724,206
Stage 1,Bluelinx Holdings,95200.97609436515,india,Hi-Tech,0,19513.42615180283,Application development and maintenance,2019-08-08 20:20:14.998724,207
Stage 9,Bluelinx Holdings,95200.97609436515,india,Hi-Tech,0,19513.42615180283,Application development and maintenance,2019-08-23 20:20:14.998724,207
Stage 1,"Blyth, Inc.",30822.1413413943,europe,BFSI,1,11724.630706983078,Asset leverage solutions,2021-03-30 20:20:14.998724,208
Stage 11,"Blyth, Inc.",30822.1413413943,europe,BFSI,1,11724.630706983078,Asset leverage solutions,2021-04-28 20:20:14.998724,208
Stage 1,Bmc Software,131128.0,asia-pacific,BFSI,0,9923.245214750194,Assurance services,2020-12-05 20:20:14.998724,209
Stage 9,Bmc Software,131128.0,asia-pacific,BFSI,0,9923.245214750194,Assurance services,2020-12-30 20:20:14.998724,209
Stage 1,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2020-07-01 20:20:14.998724,210
Stage 2,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2020-07-04 20:20:14.998724,210
Stage 3,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2020-08-13 20:20:14.998724,210
Stage 4,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2020-10-24 20:20:14.998724,210
Stage 5,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2021-02-11 20:20:14.998724,210
Stage 6,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2021-03-12 20:20:14.998724,210
Stage 9,Bnsf Railway,153596.9443389334,north america,Retail & Distribution,1,24013.154874431206,Cloud Infrastructure,2021-04-10 20:20:14.998724,210
Stage 1,Bob Evans Restaurants,97502.04664195816,north america,Media,1,10394.974346141551,Cognitive Business Operations,2019-03-08 20:20:14.998724,211
Stage 9,Bob Evans Restaurants,97502.04664195816,north america,Media,1,10394.974346141551,Cognitive Business Operations,2019-04-25 20:20:14.998724,211
Stage 1,Body Fate,134630.23254851592,north america,Energy & Utilities,1,6675.0,Application development and maintenance,2019-10-10 20:20:14.998724,212
Stage 2,Body Fate,134630.23254851592,north america,Energy & Utilities,1,6675.0,Application development and maintenance,2020-04-04 20:20:14.998724,212
Stage 9,Body Fate,134630.23254851592,north america,Energy & Utilities,1,6675.0,Application development and maintenance,2020-06-15 20:20:14.998724,212
Stage 1,Body Toning,83719.52939753138,europe,Healthcare,1,10274.44240289141,Cognitive Business Operations,2019-05-23 20:20:14.998724,213
Stage 9,Body Toning,83719.52939753138,europe,Healthcare,1,10274.44240289141,Cognitive Business Operations,2019-07-07 20:20:14.998724,213
Stage 1,Boeing,52819.38711049757,europe,BFSI,1,5168.0,Application development and maintenance,2020-09-03 20:20:14.998724,214
Stage 3,Boeing,52819.38711049757,europe,BFSI,1,5168.0,Application development and maintenance,2021-05-18 20:20:14.998724,214
Stage 4,Boeing,52819.38711049757,europe,BFSI,1,5168.0,Application development and maintenance,2021-11-24 20:20:14.998724,214
Stage 5,Boeing,52819.38711049757,europe,BFSI,1,5168.0,Application development and maintenance,2022-02-26 20:20:14.998724,214
Stage 9,Boeing,52819.38711049757,europe,BFSI,1,5168.0,Application development and maintenance,2022-04-23 20:20:14.998724,214
Stage 1,Boise Cascade,141131.6271769924,north america,BFSI,0,24165.92362584922,Assurance services,2021-01-08 20:20:14.998724,215
Stage 3,Boise Cascade,141131.6271769924,north america,BFSI,0,24165.92362584922,Assurance services,2021-02-14 20:20:14.998724,215
Stage 4,Boise Cascade,141131.6271769924,north america,BFSI,0,24165.92362584922,Assurance services,2021-02-24 20:20:14.998724,215
Stage 11,Boise Cascade,141131.6271769924,north america,BFSI,0,24165.92362584922,Assurance services,2021-03-11 20:20:14.998724,215
Stage 1,Bold Ideas,77432.0,north america,Hi-Tech,1,7346.640799469295,Application development and maintenance,2019-10-24 20:20:14.998724,216
Stage 9,Bold Ideas,77432.0,north america,Hi-Tech,1,7346.640799469295,Application development and maintenance,2020-06-14 20:20:14.998724,216
Stage 1,Bonanza Produce Stores,59262.0,north america,BFSI,1,10387.0,Application development and maintenance,2020-11-04 20:20:14.998724,217
Stage 9,Bonanza Produce Stores,59262.0,north america,BFSI,1,10387.0,Application development and maintenance,2021-01-06 20:20:14.998724,217
Stage 1,Borders Group,93714.79425594686,asia-pacific,Retail & Distribution,1,20595.46109741134,IT infrastructure services,2020-08-01 20:20:14.998724,218
Stage 9,Borders Group,93714.79425594686,asia-pacific,Retail & Distribution,1,20595.46109741134,IT infrastructure services,2021-03-02 20:20:14.998724,218
Stage 1,Borgwarner,47393.0,north america,Media,1,10532.0,Cloud Infrastructure,2019-12-07 20:20:14.998724,219
Stage 2,Borgwarner,47393.0,north america,Media,1,10532.0,Cloud Infrastructure,2020-03-31 20:20:14.998724,219
Stage 9,Borgwarner,47393.0,north america,Media,1,10532.0,Cloud Infrastructure,2020-07-01 20:20:14.998724,219
Stage 1,Bosch Brewing Company,189784.49281764348,north america,BFSI,0,12083.0,Application development and maintenance,2020-11-05 20:20:14.998724,220
Stage 2,Bosch Brewing Company,189784.49281764348,north america,BFSI,0,12083.0,Application development and maintenance,2020-12-12 20:20:14.998724,220
Stage 3,Bosch Brewing Company,189784.49281764348,north america,BFSI,0,12083.0,Application development and maintenance,2021-02-16 20:20:14.998724,220
Stage 9,Bosch Brewing Company,189784.49281764348,north america,BFSI,0,12083.0,Application development and maintenance,2021-05-24 20:20:14.998724,220
Stage 1,Bose Corporation,122842.91682051121,latin america,BFSI,1,24233.858270921275,Assurance services,2021-04-18 20:20:14.998724,221
Stage 2,Bose Corporation,122842.91682051121,latin america,BFSI,1,24233.858270921275,Assurance services,2021-04-24 20:20:14.998724,221
Stage 9,Bose Corporation,122842.91682051121,latin america,BFSI,1,24233.858270921275,Assurance services,2021-05-03 20:20:14.998724,221
Stage 1,Boston Acoustics,205594.50618876072,others,BFSI,1,24664.63324960881,Asset leverage solutions,2019-03-19 20:20:14.998724,222
Stage 9,Boston Acoustics,205594.50618876072,others,BFSI,1,24664.63324960881,Asset leverage solutions,2019-04-04 20:20:14.998724,222
Stage 1,Boston Scientific,235950.90109783024,middle east and africa,Energy & Utilities,1,12709.0,Application development and maintenance,2021-02-05 20:20:14.998724,223
Stage 9,Boston Scientific,235950.90109783024,middle east and africa,Energy & Utilities,1,12709.0,Application development and maintenance,2021-02-18 20:20:14.998724,223
Stage 1,Bountiful Harvest Health Food Store,95166.0,middle east and africa,BFSI,0,4122.0,Application development and maintenance,2021-04-09 20:20:14.998724,224
Stage 3,Bountiful Harvest Health Food Store,95166.0,middle east and africa,BFSI,0,4122.0,Application development and maintenance,2021-05-07 20:20:14.998724,224
Stage 9,Bountiful Harvest Health Food Store,95166.0,middle east and africa,BFSI,0,4122.0,Application development and maintenance,2021-06-09 20:20:14.998724,224
Stage 1,Boyd Gaming,40823.20881761809,north america,Manufacturing,1,3699.0,Application development and maintenance,2021-01-14 20:20:14.998724,225
Stage 3,Boyd Gaming,40823.20881761809,north america,Manufacturing,1,3699.0,Application development and maintenance,2021-01-15 20:20:14.998724,225
Stage 9,Boyd Gaming,40823.20881761809,north america,Manufacturing,1,3699.0,Application development and maintenance,2021-01-16 20:20:14.998724,225
Stage 1,Bradley Pharmaceuticals,251671.68072726013,north america,BFSI,0,7487.0,Application development and maintenance,2020-10-24 20:20:14.998724,226
Stage 9,Bradley Pharmaceuticals,251671.68072726013,north america,BFSI,0,7487.0,Application development and maintenance,2021-05-06 20:20:14.998724,226
Stage 1,Briggs & Stratton,115821.0,middle east and africa,Others,1,24534.96833410064,Consulting,2021-05-21 20:20:14.998724,227
Stage 12,Briggs & Stratton,115821.0,middle east and africa,Others,1,24534.96833410064,Consulting,2021-06-03 20:20:14.998724,227
Stage 1,Brightpoint,117476.06706582368,middle east and africa,BFSI,1,23730.171245802372,Application development and maintenance,2020-10-26 20:20:14.998724,228
Stage 2,Brightpoint,117476.06706582368,middle east and africa,BFSI,1,23730.171245802372,Application development and maintenance,2021-01-29 20:20:14.998724,228
Stage 9,Brightpoint,117476.06706582368,middle east and africa,BFSI,1,23730.171245802372,Application development and maintenance,2021-01-31 20:20:14.998724,228
Stage 1,Brilliant Home Designs,153591.97040227716,asia-pacific,BFSI,1,18013.11499728651,Application development and maintenance,2021-03-30 20:20:14.998724,229
Stage 2,Brilliant Home Designs,153591.97040227716,asia-pacific,BFSI,1,18013.11499728651,Application development and maintenance,2021-04-18 20:20:14.998724,229
Stage 9,Brilliant Home Designs,153591.97040227716,asia-pacific,BFSI,1,18013.11499728651,Application development and maintenance,2021-05-04 20:20:14.998724,229
Stage 1,Brinker International,260581.1957227268,others,BFSI,1,5062.0,Application development and maintenance,2021-04-12 20:20:14.998724,230
Stage 9,Brinker International,260581.1957227268,others,BFSI,1,5062.0,Application development and maintenance,2021-05-28 20:20:14.998724,230
Stage 1,Brinks,165092.83546296967,middle east and africa,BFSI,1,9810.0,Application development and maintenance,2021-01-20 20:20:14.998724,231
Stage 2,Brinks,165092.83546296967,middle east and africa,BFSI,1,9810.0,Application development and maintenance,2021-05-27 20:20:14.998724,231
Stage 9,Brinks,165092.83546296967,middle east and africa,BFSI,1,9810.0,Application development and maintenance,2021-06-06 20:20:14.998724,231
Stage 1,Bristol-Myers Squibb,211821.2948495323,north america,BFSI,1,23818.42225429172,Cognitive Business Operations,2021-04-12 20:20:14.998724,232
Stage 2,Bristol-Myers Squibb,211821.2948495323,north america,BFSI,1,23818.42225429172,Cognitive Business Operations,2021-06-01 20:20:14.998724,232
Stage 7,Bristol-Myers Squibb,211821.2948495323,north america,BFSI,1,23818.42225429172,Cognitive Business Operations,2021-07-16 20:20:14.998724,232
Stage 1,Broadcom,137734.68257332302,others,BFSI,1,4899.0,Asset leverage solutions,2020-10-11 20:20:14.998724,233
Stage 9,Broadcom,137734.68257332302,others,BFSI,1,4899.0,Asset leverage solutions,2020-12-28 20:20:14.998724,233
Stage 1,Brookdale Senior Living,117007.0,middle east and africa,BFSI,1,3110.0,Cloud Infrastructure,2020-11-07 20:20:14.998724,234
Stage 5,Brookdale Senior Living,117007.0,middle east and africa,BFSI,1,3110.0,Cloud Infrastructure,2020-11-08 20:20:14.998724,234
Stage 10,Brookdale Senior Living,117007.0,middle east and africa,BFSI,1,3110.0,Cloud Infrastructure,2021-01-04 20:20:14.998724,234
Stage 1,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2019-05-06 20:20:14.998724,235
Stage 2,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2019-12-13 20:20:14.998724,235
Stage 3,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2019-12-21 20:20:14.998724,235
Stage 4,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2020-02-13 20:20:14.998724,235
Stage 5,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2020-11-07 20:20:14.998724,235
Stage 10,Brown-Forman Corporation,259239.48897273684,india,BFSI,1,25972.661283079768,Business process outsourcing,2020-11-27 20:20:14.998724,235
Stage 1,Brunswick Corporation,88894.14234247203,others,BFSI,1,8469.266177409954,IT infrastructure services,2021-05-30 20:20:14.998724,236
Stage 4,Brunswick Corporation,88894.14234247203,others,BFSI,1,8469.266177409954,IT infrastructure services,2021-05-31 20:20:14.998724,236
Stage 1,Bucyrus International,216687.4237558394,north america,BFSI,1,10910.0,Assurance services,2021-05-19 20:20:14.998724,237
Stage 2,Bucyrus International,216687.4237558394,north america,BFSI,1,10910.0,Assurance services,2021-05-20 20:20:14.998724,237
Stage 1,Buena Vista Garden Maintenance,225644.8105864143,north america,Others,1,13722.399427004724,Application development and maintenance,2021-03-25 20:20:14.998724,238
Stage 9,Buena Vista Garden Maintenance,225644.8105864143,north america,Others,1,13722.399427004724,Application development and maintenance,2021-04-26 20:20:14.998724,238
Stage 1,Buena Vista Realty Service,137885.79452691402,india,Travel and Hospitality,1,7594.546577315847,Application development and maintenance,2020-09-22 20:20:14.998724,239
Stage 2,Buena Vista Realty Service,137885.79452691402,india,Travel and Hospitality,1,7594.546577315847,Application development and maintenance,2020-12-09 20:20:14.998724,239
Stage 3,Buena Vista Realty Service,137885.79452691402,india,Travel and Hospitality,1,7594.546577315847,Application development and maintenance,2021-06-04 20:20:14.998724,239
Stage 4,Buena Vista Realty Service,137885.79452691402,india,Travel and Hospitality,1,7594.546577315847,Application development and maintenance,2021-11-21 20:20:14.998724,239
Stage 11,Buena Vista Realty Service,137885.79452691402,india,Travel and Hospitality,1,7594.546577315847,Application development and maintenance,2022-01-02 20:20:14.998724,239
Stage 1,Burger King Holdings,63222.460972591885,europe,BFSI,1,6167.0,Application development and maintenance,2020-08-11 20:20:14.998724,240
Stage 9,Burger King Holdings,63222.460972591885,europe,BFSI,1,6167.0,Application development and maintenance,2021-04-26 20:20:14.998724,240
Stage 1,Burlington Coat Factory,139465.0,north america,Telecom,0,9734.596558857995,Application development and maintenance,2021-03-06 20:20:14.998724,241
Stage 9,Burlington Coat Factory,139465.0,north america,Telecom,0,9734.596558857995,Application development and maintenance,2021-05-07 20:20:14.998724,241
Stage 1,Bushmaster Firearms International,240043.0997649353,north america,Telecom,1,14346.676415645441,Cognitive Business Operations,2021-06-03 20:20:14.998724,242
Stage 1,Butler America,113305.0,india,Retail & Distribution,1,4214.354427301143,IT infrastructure services,2020-08-03 20:20:14.998724,243
Stage 2,Butler America,113305.0,india,Retail & Distribution,1,4214.354427301143,IT infrastructure services,2021-01-31 20:20:14.998724,243
Stage 3,Butler America,113305.0,india,Retail & Distribution,1,4214.354427301143,IT infrastructure services,2021-04-25 20:20:14.998724,243
Stage 9,Butler America,113305.0,india,Retail & Distribution,1,4214.354427301143,IT infrastructure services,2021-09-29 20:20:14.998724,243
Stage 1,C.H. Robinson Worldwide,110389.78993487667,others,Manufacturing,1,18868.520021048556,Application development and maintenance,2021-05-11 20:20:14.998724,244
Stage 9,C.H. Robinson Worldwide,110389.78993487667,others,Manufacturing,1,18868.520021048556,Application development and maintenance,2021-05-13 20:20:14.998724,244
Stage 1,"Ca, Inc.",148415.27339721826,asia-pacific,BFSI,0,20012.319235663712,Cognitive Business Operations,2019-10-01 20:20:14.998724,245
Stage 9,"Ca, Inc.",148415.27339721826,asia-pacific,BFSI,0,20012.319235663712,Cognitive Business Operations,2019-10-28 20:20:14.998724,245
Stage 1,Calista Corporation,99834.51867319838,north america,Manufacturing,1,7429.240593673947,Automation and AI,2020-11-04 20:20:14.998724,246
Stage 9,Calista Corporation,99834.51867319838,north america,Manufacturing,1,7429.240593673947,Automation and AI,2020-12-16 20:20:14.998724,246
Stage 1,Calpine,196632.43714671163,north america,BFSI,1,24050.45748689934,Assurance services,2020-08-24 20:20:14.998724,247
Stage 2,Calpine,196632.43714671163,north america,BFSI,1,24050.45748689934,Assurance services,2020-09-03 20:20:14.998724,247
Stage 3,Calpine,196632.43714671163,north america,BFSI,1,24050.45748689934,Assurance services,2021-04-30 20:20:14.998724,247
Stage 9,Calpine,196632.43714671163,north america,BFSI,1,24050.45748689934,Assurance services,2021-06-20 20:20:14.998724,247
Stage 1,Capital One,48984.0,north america,BFSI,1,25844.88289442603,Application development and maintenance,2021-04-01 20:20:14.998724,248
Stage 9,Capital One,48984.0,north america,BFSI,1,25844.88289442603,Application development and maintenance,2021-04-20 20:20:14.998724,248
Stage 1,Capitalcorp,160374.0141390153,north america,Retail & Distribution,0,6266.015777244133,Application development and maintenance,2019-06-17 20:20:14.998724,249
Stage 9,Capitalcorp,160374.0141390153,north america,Retail & Distribution,0,6266.015777244133,Application development and maintenance,2019-08-02 20:20:14.998724,249
Stage 1,Carnival Corporation & Plc,231715.63261349336,asia-pacific,BFSI,1,10096.0,Application development and maintenance,2019-07-14 20:20:14.998724,250
Stage 9,Carnival Corporation & Plc,231715.63261349336,asia-pacific,BFSI,1,10096.0,Application development and maintenance,2019-12-01 20:20:14.998724,250
Stage 1,Carnival Cruise Lines,7273.208269904491,north america,BFSI,1,3912.723160160781,Application development and maintenance,2021-05-23 20:20:14.998724,251
Stage 4,Carnival Cruise Lines,7273.208269904491,north america,BFSI,1,3912.723160160781,Application development and maintenance,2021-05-29 20:20:14.998724,251
Stage 1,Cartoon Network Studios,256112.36161544622,north america,Hi-Tech,1,4380.114872836056,Automation and AI,2021-03-14 20:20:14.998724,252
Stage 2,Cartoon Network Studios,256112.36161544622,north america,Hi-Tech,1,4380.114872836056,Automation and AI,2021-03-26 20:20:14.998724,252
Stage 9,Cartoon Network Studios,256112.36161544622,north america,Hi-Tech,1,4380.114872836056,Automation and AI,2021-04-30 20:20:14.998724,252
Stage 1,Casco Bay Lines,198881.563306031,north america,Travel and Hospitality,1,6080.066347832328,Enterprise solution,2020-07-17 20:20:14.998724,253
Stage 9,Casco Bay Lines,198881.563306031,north america,Travel and Hospitality,1,6080.066347832328,Enterprise solution,2020-09-17 20:20:14.998724,253
Stage 1,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2018-10-31 20:20:14.998724,254
Stage 2,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2019-01-16 20:20:14.998724,254
Stage 3,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2019-02-28 20:20:14.998724,254
Stage 4,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2019-05-04 20:20:14.998724,254
Stage 5,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2019-09-21 20:20:14.998724,254
Stage 10,Castle Realty,40230.24008041662,others,Retail & Distribution,1,10790.45598752715,Application development and maintenance,2020-06-09 20:20:14.998724,254
Stage 1,Caterpillar Inc.,167761.88335846213,UK,BFSI,1,9739.0,IT infrastructure services,2021-05-03 20:20:14.998724,255
Stage 9,Caterpillar Inc.,167761.88335846213,UK,BFSI,1,9739.0,IT infrastructure services,2021-05-24 20:20:14.998724,255
Stage 1,Cbs Corporation,136026.6918780171,north america,BFSI,1,12139.0,Application development and maintenance,2020-10-29 20:20:14.998724,256
Stage 2,Cbs Corporation,136026.6918780171,north america,BFSI,1,12139.0,Application development and maintenance,2021-04-01 20:20:14.998724,256
Stage 9,Cbs Corporation,136026.6918780171,north america,BFSI,1,12139.0,Application development and maintenance,2021-07-21 20:20:14.998724,256
Stage 1,Cdi Corporation,117652.19349600302,north america,BFSI,1,10772.911437305944,Asset leverage solutions,2020-12-23 20:20:14.998724,257
Stage 9,Cdi Corporation,117652.19349600302,north america,BFSI,1,10772.911437305944,Asset leverage solutions,2021-02-08 20:20:14.998724,257
Stage 1,Cerner Corporation,126583.0,europe,BFSI,1,17928.429020302272,Cognitive Business Operations,2020-04-28 20:20:14.998724,258
Stage 2,Cerner Corporation,126583.0,europe,BFSI,1,17928.429020302272,Cognitive Business Operations,2020-09-17 20:20:14.998724,258
Stage 9,Cerner Corporation,126583.0,europe,BFSI,1,17928.429020302272,Cognitive Business Operations,2020-11-10 20:20:14.998724,258
Stage 1,Chargepal,76564.56074877664,north america,BFSI,1,9236.0,Application development and maintenance,2021-05-21 20:20:14.998724,259
Stage 10,Chargepal,76564.56074877664,north america,BFSI,1,9236.0,Application development and maintenance,2021-05-27 20:20:14.998724,259
Stage 1,Chem-Dry,101155.0,others,Healthcare,1,20445.361565535004,Automation and AI,2019-11-14 20:20:14.998724,260
Stage 9,Chem-Dry,101155.0,others,Healthcare,1,20445.361565535004,Automation and AI,2019-12-10 20:20:14.998724,260
Stage 1,Chevron,251284.83925375884,asia-pacific,BFSI,1,15463.831596557291,Consulting,2020-11-26 20:20:14.998724,261
Stage 3,Chevron,251284.83925375884,asia-pacific,BFSI,1,15463.831596557291,Consulting,2020-12-24 20:20:14.998724,261
Stage 4,Chevron,251284.83925375884,asia-pacific,BFSI,1,15463.831596557291,Consulting,2021-02-28 20:20:14.998724,261
Stage 10,Chevron,251284.83925375884,asia-pacific,BFSI,1,15463.831596557291,Consulting,2021-08-17 20:20:14.998724,261
Stage 1,Chexsystems,67458.0,asia-pacific,Energy & Utilities,1,22467.691443452677,IT infrastructure services,2020-09-06 20:20:14.998724,262
Stage 9,Chexsystems,67458.0,asia-pacific,Energy & Utilities,1,22467.691443452677,IT infrastructure services,2021-03-26 20:20:14.998724,262
Stage 1,Chicago Bridge & Iron Company,135380.66945067636,north america,BFSI,1,14967.944187082478,Cognitive Business Operations,2020-12-13 20:20:14.998724,263
Stage 9,Chicago Bridge & Iron Company,135380.66945067636,north america,BFSI,1,14967.944187082478,Cognitive Business Operations,2021-01-14 20:20:14.998724,263
Stage 1,Choices,37445.82332765732,asia-pacific,Retail & Distribution,0,18066.204026976815,Enterprise solution,2021-04-28 20:20:14.998724,264
Stage 9,Choices,37445.82332765732,asia-pacific,Retail & Distribution,0,18066.204026976815,Enterprise solution,2021-05-04 20:20:14.998724,264
Stage 1,Chrysler,155895.46668216886,north america,Travel and Hospitality,1,16158.967356760279,IT infrastructure services,2019-08-27 20:20:14.998724,265
